Date_time,NB1022_FLOW1,TD1029_flow1,TD1029_Pressure,TD1043_FLOW1,TD1043_Press(m),TD1044_flow1,TD1044_press,NMNBOOTM1_FLOW1,BOO_TM2_Pressure,BOO_TM2_flow1,NB1021_FLOW1,,,,
9/15/2023 0:00,397.2,231.2,14.863,670,24,260,35.5,9720.001,12.631,9600,1672,,,,
9/15/2023 0:15,360,196.4,14.659,577.6,24,242.3,32.75,9000.001,12.6,8920,1576,,,,
9/15/2023 0:30,355.2,171.6,14.855,541.2,24,224.6,30,8800.001,12.6,8720,1596,,,,
9/15/2023 0:45,364.8,173.2,14.855,542.8,24,215.7,28.75,8640.001,12.631,8560,1612,,,,
9/15/2023 1:00,368.8,150.8,14.926,526,24,206.8,27.5,8480.001,12.631,8440,1608,,,,
9/15/2023 1:15,308,141.6,14.706,503.6,24,204.4,27.5,8280.001,12.6,8240,1624,,,,
9/15/2023 1:30,305.6,153.6,15.114,498.8,24,202,27.5,8200.001,12.631,8120,1632,,,,
9/15/2023 1:45,329.6,277.6,14.73,470.8,24,193.5,27.5,8200.001,12.631,8120,1624,,,,
9/15/2023 2:00,306.8,227.2,15.114,445.2,24.5,185,27.5,7960.001,12.6,7840,1536,,,,
9/15/2023 2:15,292.4,110.8,14.777,422.8,24,181.1,27.5,7600.001,12.631,7520,1352,,,,
9/15/2023 2:30,282.4,118.8,15.067,408.8,24.5,177.2,27.5,7480.001,12.631,7400,1352,,,,
9/15/2023 2:45,296.4,142,14.659,404.4,24,168.2,27.75,7440.001,12.631,7360,1336,,,,
9/15/2023 3:00,372,141.2,14.949,454.4,24.5,159.2,28,7360.001,12.631,7280,1336,,,,
9/15/2023 3:15,355.6,242.4,15.458,456.4,24.5,156.7,28,7400.001,12.631,7320,1352,,,,
9/15/2023 3:30,313.2,261.6,14.832,459.6,24.5,154.2,28,7360.001,12.631,7240,1356,,,,
9/15/2023 3:45,318.8,310.8,14.863,454.8,24.5,155.2,28,7360.001,12.631,7280,1368,,,,
9/15/2023 4:00,297.6,351.2,15.098,459.6,24.5,156.2,28,7400.001,12.631,7320,1404,,,,
9/15/2023 4:15,288.8,366.4,14.471,441.2,24.5,157.8,28,7440.001,12.631,7360,1472,,,,
9/15/2023 4:30,281.2,349.6,15.341,531.6,24,159.4,28,7600.001,12.631,7480,1528,,,,
9/15/2023 4:45,300.8,346.8,14.91,545.2,24,167.8,28,7680.001,12.639,7640,1540,,,,
9/15/2023 5:00,271.6,357.6,17.956,611.2,27,176.2,28,8160.001,12.639,8040,1660,,,,
9/15/2023 5:15,283.2,378.8,17.753,690.4,27,193.7,27.75,9240.001,12.639,9120,2020,,,,
9/15/2023 5:30,315.6,370.8,18.183,765.2,26.5,211.2,27.5,9600.001,12.67,9520,2132,,,,
9/15/2023 5:45,327.6,275.2,17.659,871.2,26,246.3,29,10160,12.647,10040,2228,,,,
9/15/2023 6:00,433.2,336,27.134,1112,34,281.4,30.5,11720,12.647,11560,2372,,,,
9/15/2023 6:15,573.6,390,26.969,1414.4,34,335.8,30.5,13400,12.647,13200,2584,,,,
9/15/2023 6:30,618.8,389.2,26.813,1448.8,33.5,390.2,30.5,13760,12.655,13600,2572,,,,
9/15/2023 6:45,695.2,364,26.969,1516,33.5,400,34.25,13880,12.709,13720,2524,,,,
9/15/2023 7:00,746,399.6,34.933,1524,40.5,409.8,38,14560,12.694,14400,2536,,,,
9/15/2023 7:15,786,514,34.55,1626.4,41,410.1,38,15440,12.709,15280,2668,,,,
9/15/2023 7:30,865.2,550.8,34.808,1547.6,41.5,410.4,38,15480,12.749,15280,2680,,,,
9/15/2023 7:45,867.2,419.2,34.526,1558,41,416.1,41.5,15280,12.764,15120,2668,,,,
9/15/2023 8:00,884.8,453.2,35.176,1491.6,41.5,421.8,45,15200,12.811,15000,2656,,,,
9/15/2023 8:15,954.4,485.2,35.121,1453.2,41.5,423.8,45.25,15240,12.819,15080,2640,,,,
9/15/2023 8:30,908,546.8,34.73,1378.8,41.5,425.8,45.5,15240,12.858,15080,2644,,,,
9/15/2023 8:45,901.6,586.4,35.082,1289.6,42,433.9,45.25,15240,12.874,15040,2620,,,,
9/15/2023 9:00,964.8,584.4,34.816,1311.6,41.5,442,45,15240,12.913,15040,2608,,,,
9/15/2023 9:15,1010.4,586.4,34.824,1300.4,42,445.8,45,15200,12.921,15040,2632,,,,
9/15/2023 9:30,897.6,589.2,34.769,1276,42,449.6,45,15040,12.976,14840,2624,,,,
9/15/2023 9:45,842,592.8,34.894,1275.6,42,442.1,45,14920,12.976,14800,2628,,,,
9/15/2023 10:00,859.6,593.6,34.62,1236.4,42.5,434.6,45,14920,12.952,14760,2628,,,,
9/15/2023 10:15,853.6,602,34.824,1231.2,42,438.3,45,14920,12.944,14760,2588,,,,
9/15/2023 10:30,837.2,570.8,35.239,1194,42,442,45,14920,12.968,14720,2564,,,,
9/15/2023 10:45,878.8,605.6,34.996,1268.8,42,436.2,45.25,14880,12.96,14720,2556,,,,
9/15/2023 11:00,912,543.2,35.121,1348.4,42,430.4,45.5,14840,13.007,14680,2512,,,,
9/15/2023 11:15,848.4,424.8,34.933,1285.6,42,425.9,45.5,14680,12.952,14520,2508,,,,
9/15/2023 11:30,803.2,526.8,34.792,1287.2,42,421.4,45.5,14760,13.023,14560,2492,,,,
9/15/2023 11:45,863.6,583.6,35.035,1268,42,415.9,45.5,14800,13.046,14640,2476,,,,
9/15/2023 12:00,900.8,601.2,34.886,1262,42,410.4,45.5,14800,13.046,14680,2480,,,,
9/15/2023 12:15,788.4,640.8,34.973,1238.8,42,406.4,45.25,14800,13.085,14600,2444,,,,
9/15/2023 12:30,780.8,604.4,35.106,1259.6,42,402.4,45,14640,13.078,14480,2288,,,,
9/15/2023 12:45,814.4,601.6,34.667,1252.4,42,397.8,45.25,14560,13.132,14400,2224,,,,
9/15/2023 13:00,819.2,602.4,31.731,1196,39.5,393.2,45.5,14200,13.171,14040,2204,,,,
9/15/2023 13:15,796,542.4,31.919,1105.6,39.5,387.9,45.5,13800,13.171,13680,2192,,,,
9/15/2023 13:30,844.8,556.8,32.06,1074.4,39.5,382.6,45.5,13680,13.132,13520,2196,,,,
9/15/2023 13:45,882.8,524.8,31.715,1069.2,40,379.8,44,13680,13.171,13520,2176,,,,
9/15/2023 14:00,865.2,452,31.934,1096.4,39.5,377,42.5,13520,13.179,13400,2156,,,,
9/15/2023 14:15,846,448,32.177,1031.2,39.5,372.3,42.75,13480,13.14,13280,2184,,,,
9/15/2023 14:30,846,443.2,32.31,1061.6,39.5,367.6,43,13400,13.101,13280,2212,,,,
9/15/2023 14:45,848,457.6,31.973,1038.8,40,380.4,43,13440,13.085,13280,2204,,,,
9/15/2023 15:00,910.4,431.2,32.208,1018,39.5,393.2,43,13360,13.101,13240,2136,,,,
9/15/2023 15:15,912.4,434.4,31.809,1065.2,39.5,384.4,43,13480,13.054,13320,2184,,,,
9/15/2023 15:30,848.8,474,32.161,1121.6,39.5,375.6,43,13520,13.007,13400,2196,,,,
9/15/2023 15:45,754,534.4,32.075,1078.4,39.5,376,43,13520,13.038,13360,2248,,,,
9/15/2023 16:00,716.4,618.8,36.977,1131.2,44,376.4,43,14120,13.015,13960,2508,,,,
9/15/2023 16:15,764,516.4,37.024,1222.4,44,378.6,43,14600,13.038,14480,2636,,,,
9/15/2023 16:30,770,495.2,37.251,1346,44,380.8,43,14680,13.015,14520,2640,,,,
9/15/2023 16:45,786,458.4,36.836,1432.8,43.5,390.9,45.25,14840,13.031,14640,2632,,,,
9/15/2023 17:00,764.8,473.6,36.664,1462.8,43,401,47.5,15240,12.991,15080,2808,,,,
9/15/2023 17:15,778.8,476.8,36.821,1526.4,43,412.7,47.5,15520,12.976,15360,2840,,,,
9/15/2023 17:30,806.8,476.4,36.766,1619.6,42.5,424.4,47.5,15760,12.944,15600,2848,,,,
9/15/2023 17:45,740.8,557.2,36.899,1629.6,42.5,432.5,47.25,15960,12.897,15840,2860,,,,
9/15/2023 18:00,734.8,566.8,36.68,1682.8,42.5,440.6,47,16120,12.89,15960,2860,,,,
9/15/2023 18:15,774,564,37.11,1684.8,42.5,444.2,47,16200,12.874,16040,2840,,,,
9/15/2023 18:30,818.4,544.8,36.829,1738,42,447.8,47,16320,12.858,16160,2808,,,,
9/15/2023 18:45,882.8,534,36.727,1762.8,42.5,450.2,47,16280,12.827,16120,2780,,,,
9/15/2023 19:00,913.2,424.4,34.683,1772.4,40.5,452.6,47,16000,12.819,15840,2732,,,,
9/15/2023 19:15,776,487.2,34.871,1650,40.5,447.7,47,15840,12.796,15680,2644,,,,
9/15/2023 19:30,779.2,510.8,34.863,1660.8,40.5,442.8,47,15840,12.788,15640,2576,,,,
9/15/2023 19:45,760.8,447.2,34.777,1674.8,41,443.1,46,15640,12.788,15480,2604,,,,
9/15/2023 20:00,734,267.2,34.894,1653.6,41,443.4,45,15320,12.811,15160,2608,,,,
9/15/2023 20:15,720,228.4,34.933,1617.2,41,445.1,45,15240,12.788,15080,2572,,,,
9/15/2023 20:30,696,230,35.098,1598.8,41.5,446.8,45,15240,12.788,15000,2552,,,,
9/15/2023 20:45,723.6,233.6,34.886,1524.8,41,435.8,45,15160,12.827,15000,2560,,,,
9/15/2023 21:00,735.6,213.6,34.949,1525.2,41.5,424.8,45,15040,12.772,14880,2528,,,,
9/15/2023 21:15,717.2,209.2,35.043,1509.2,41.5,415.8,45,14960,12.772,14760,2496,,,,
9/15/2023 21:30,756,229.6,34.816,1588.4,41.5,406.8,45,14840,12.772,14720,2504,,,,
9/15/2023 21:45,751.6,198.8,35.278,1470.4,41.5,394.9,45,14760,12.772,14600,2504,,,,
9/15/2023 22:00,663.6,166,23.657,1318.4,31.5,383,45,13440,12.741,13280,2276,,,,
9/15/2023 22:15,583.6,257.2,23.845,1170.8,31.5,383,45.25,12680,12.764,12520,2088,,,,
9/15/2023 22:30,593.6,316,23.955,1193.6,31.5,383,45.5,12640,12.764,12480,2044,,,,
9/15/2023 22:45,586.4,190.4,23.774,1149.2,32,364.3,40.5,12400,12.764,12240,2036,,,,
9/15/2023 23:00,490.8,149.2,17.901,1007.6,26,345.6,35.5,11360,12.764,11240,1904,,,,
9/15/2023 23:15,470,156.8,17.948,916.8,26.5,322.2,35.5,10760,12.756,10600,1772,,,,
9/15/2023 23:30,518,174.4,17.917,894,26.5,298.8,35.5,10600,12.756,10480,1724,,,,
9/15/2023 23:45,473.2,185.6,18.371,837.2,26.5,283.5,32.75,10400,12.733,10280,1724,,,,
9/16/2023 0:00,416,181.2,14.863,718,24,268.2,30,9640.001,12.725,9520,1644,,,,
9/16/2023 0:15,391.2,198.4,14.98,662.8,24,253.4,30,9200.001,12.725,9120,1588,,,,
9/16/2023 0:30,415.6,204,14.832,622.4,24,238.6,30,9080.001,12.749,9000,1588,,,,
9/16/2023 0:45,396.8,204,14.824,666,24,229.3,28.5,8920.001,12.717,8840,1588,,,,
9/16/2023 1:00,349.6,261.6,14.73,572.4,24,220,27,8640.001,12.717,8560,1352,,,,
9/16/2023 1:15,343.2,379.2,14.894,544.8,24,213.2,27,8560.001,12.717,8520,1304,,,,
9/16/2023 1:30,363.6,421.2,14.863,536.4,24,206.4,27,8480.001,12.749,8440,1288,,,,
9/16/2023 1:45,326.4,413.2,15.278,543.2,24,195,27.25,8320.001,12.749,8200,1280,,,,
9/16/2023 2:00,352.4,379.6,14.988,516.4,24.5,183.6,27.5,8120.001,12.717,8040,1288,,,,
9/16/2023 2:15,356.4,371.6,14.792,466.4,24,175.7,27.5,7920.001,12.717,7880,1284,,,,
9/16/2023 2:30,345.2,379.6,14.808,435.2,24.5,167.8,27.5,7920.001,12.717,7800,1284,,,,
9/16/2023 2:45,381.2,368.8,14.949,432,24.5,162.4,27.75,7720.001,12.717,7640,1268,,,,
9/16/2023 3:00,382.8,364.8,14.973,424.8,24.5,157,28,7600.001,12.709,7520,1288,,,,
9/16/2023 3:15,384.8,366.8,15.223,403.6,24.5,155,27.75,7520.001,12.709,7440,1288,,,,
9/16/2023 3:30,410,292.4,15.027,392,24.5,153,27.5,7360.001,12.702,7280,1288,,,,
9/16/2023 3:45,556.4,263.2,15.012,395.2,24.5,154,27.75,7360.001,12.678,7280,1296,,,,
9/16/2023 4:00,542,257.6,14.753,417.6,24.5,155,28,7400.001,12.702,7280,1332,,,,
9/16/2023 4:15,422.8,256,14.918,426.8,24.5,165.9,28,7400.001,12.678,7320,1348,,,,
9/16/2023 4:30,347.2,264,14.957,412.8,24.5,176.8,28,7400.001,12.67,7320,1396,,,,
9/16/2023 4:45,324.8,268.4,15.004,463.6,24.5,177.2,28,7600.001,12.67,7480,1440,,,,
9/16/2023 5:00,317.2,278.8,14.949,521.6,24.5,177.6,28,7760.001,12.694,7720,1552,,,,
9/16/2023 5:15,362,290.4,17.745,649.6,27,203.1,28,8960.001,12.647,8880,1900,,,,
9/16/2023 5:30,385.2,315.2,17.862,701.2,27,228.6,28,9400.001,12.694,9280,2008,,,,
9/16/2023 5:45,420.8,424,17.831,782.4,26.5,249.7,27.75,10120,12.67,10000,2296,,,,
9/16/2023 6:00,512.8,404.4,27.032,1000,34.5,270.8,27.5,11680,12.694,11520,2556,,,,
9/16/2023 6:15,577.6,354.8,26.719,1192,34,312.3,29,12720,12.694,12600,2548,,,,
9/16/2023 6:30,562.8,374,26.829,1314,34,353.8,30.5,13080,12.678,12920,2568,,,,
9/16/2023 6:45,586.4,373.6,26.907,1342.4,34,376.4,34.5,13400,12.749,13200,2536,,,,
9/16/2023 7:00,647.2,427.6,34.839,1539.2,41,399,38.5,14480,12.764,14320,2616,,,,
9/16/2023 7:15,662,531.2,35.027,1638.8,41,419.4,38.25,15160,12.811,15000,2720,,,,
9/16/2023 7:30,750,540.8,35.051,1574.4,41,439.8,38,15280,12.827,15120,2684,,,,
9/16/2023 7:45,981.2,543.2,34.777,1529.6,41,444.1,41.75,15400,12.858,15240,2680,,,,
9/16/2023 8:00,1014.4,578,35.106,1470.4,41,448.4,45.5,15520,12.913,15320,2680,,,,
9/16/2023 8:15,1007.6,610.4,34.879,1584.4,41,454.9,45.25,15640,12.944,15440,2668,,,,
9/16/2023 8:30,1089.6,590.8,34.636,1586.4,41,461.4,45,15680,13.038,15520,2688,,,,
9/16/2023 8:45,959.6,500.4,34.832,1594,41,463.5,45,15560,13.171,15400,2712,,,,
9/16/2023 9:00,943.6,435.6,34.589,1573.2,41.5,465.6,45,15440,13.195,15240,2656,,,,
9/16/2023 9:15,931.2,398.4,34.785,1522.8,41,465.2,45,15440,13.164,15280,2632,,,,
9/16/2023 9:30,975.2,406,34.894,1482,41.5,464.8,45,15480,13.187,15320,2608,,,,
9/16/2023 9:45,940.8,431.2,34.612,1484,41.5,464.8,45.25,15440,13.218,15280,2636,,,,
9/16/2023 10:00,927.6,441.6,34.761,1458,41,464.8,45.5,15480,13.265,15280,2628,,,,
9/16/2023 10:15,972,344.4,34.792,1456.4,41.5,464.8,45.25,15320,13.336,15120,2624,,,,
9/16/2023 10:30,943.6,331.6,34.918,1450.4,41,464.8,45,15320,13.328,15120,2600,,,,
9/16/2023 10:45,907.2,360.4,35.004,1482.4,41.5,465.3,45,15360,13.281,15200,2612,,,,
9/16/2023 11:00,918,484.4,34.933,1502.8,41,465.8,45,15480,13.273,15320,2620,,,,
9/16/2023 11:15,906.4,394,35.035,1468,41.5,458,45,15320,13.211,15160,2576,,,,
9/16/2023 11:30,928.8,338,34.792,1430,41,450.2,45,15280,13.258,15080,2528,,,,
9/16/2023 11:45,892.4,301.6,35.027,1444,41.5,442.3,45,15160,13.289,14960,2560,,,,
9/16/2023 12:00,911.2,303.6,34.667,1450,41.5,434.4,45,15080,13.273,14920,2536,,,,
9/16/2023 12:15,922.8,342.4,35.035,1444.8,41.5,436.3,45,15160,13.132,14960,2504,,,,
9/16/2023 12:30,935.6,348,34.738,1408.4,41.5,438.2,45,15080,13.007,14880,2524,,,,
9/16/2023 12:45,873.6,325.2,34.933,1334,42,423.2,45,14920,12.921,14760,2500,,,,
9/16/2023 13:00,872,388.8,31.809,1290,39,408.2,45,14640,12.905,14520,2452,,,,
9/16/2023 13:15,838.8,394.4,32.099,1217.6,39,404.7,45,14280,12.89,14120,2380,,,,
9/16/2023 13:30,794,274.4,31.911,1235.6,39,401.2,45,14120,12.843,13960,2368,,,,
9/16/2023 13:45,845.2,242.8,31.966,1184,39,401.9,43.75,13960,12.827,13840,2400,,,,
9/16/2023 14:00,826.4,257.2,31.676,1142.8,39.5,402.6,42.5,13840,12.796,13720,2396,,,,
9/16/2023 14:15,837.2,316.4,31.691,1132.8,39.5,395.5,42.75,13920,12.819,13800,2380,,,,
9/16/2023 14:30,902.8,286.4,32.075,1088.4,39.5,388.4,43,13880,12.756,13720,2400,,,,
9/16/2023 14:45,876.4,281.6,32.185,1184.8,39.5,393.1,42.75,13800,12.772,13720,2384,,,,
9/16/2023 15:00,957.2,426.4,31.449,1103.6,39,397.8,42.5,14000,12.764,13840,2456,,,,
9/16/2023 15:15,895.6,410.8,31.848,1146.8,39.5,389.8,42.75,14040,12.702,13880,2432,,,,
9/16/2023 15:30,828.8,472.4,31.652,1181.6,39,381.8,43,14120,12.694,14000,2472,,,,
9/16/2023 15:45,869.2,534.4,31.738,1266,39,388,43,14320,12.717,14160,2504,,,,
9/16/2023 16:00,872.4,538,37.048,1326.8,43.5,394.2,43,14680,12.709,14560,2536,,,,
9/16/2023 16:15,871.2,555.6,36.625,1369.2,43.5,396.2,42.75,15440,12.709,15240,2668,,,,
9/16/2023 16:30,844.8,470.8,36.766,1498.8,43,398.2,42.5,15440,12.709,15280,2708,,,,
9/16/2023 16:45,801.6,446.4,36.922,1562,43,408.4,44.75,15440,12.709,15280,2736,,,,
9/16/2023 17:00,844.8,547.2,36.891,1558.4,43,418.6,47,15640,12.678,15480,2728,,,,
9/16/2023 17:15,812.4,510.8,36.719,1496,43,425.8,47,15720,12.678,15560,2720,,,,
9/16/2023 17:30,814.4,432.4,36.476,1661.2,42.5,433,47,15800,12.678,15600,2740,,,,
9/16/2023 17:45,824.8,427.6,37.204,1685.6,42.5,439.7,47,15880,12.702,15760,2792,,,,
9/16/2023 18:00,810.4,398.4,36.938,1724.8,42,446.4,47,16000,12.702,15840,2724,,,,
9/16/2023 18:15,830.8,420,37.001,1750.8,42.5,447.9,47,16040,12.702,15880,2688,,,,
9/16/2023 18:30,834.4,409.6,36.907,1736.4,42.5,449.4,47,16040,12.678,15880,2688,,,,
9/16/2023 18:45,777.2,402.8,36.782,1737.6,42.5,447.1,47,16000,12.702,15840,2628,,,,
9/16/2023 19:00,776.4,356.8,35.067,1613.2,41,444.8,47,15760,12.678,15600,2588,,,,
9/16/2023 19:15,724.8,488.4,34.683,1620.8,41,437.3,47,15640,12.678,15440,2544,,,,
9/16/2023 19:30,717.6,411.2,34.926,1628,41,429.8,47,15440,12.694,15320,2488,,,,
9/16/2023 19:45,718,348.4,34.941,1538,41,434.5,46.25,15280,12.67,15120,2508,,,,
9/16/2023 20:00,736.8,351.2,35.074,1550.8,41.5,439.2,45.5,15240,12.647,15040,2464,,,,
9/16/2023 20:15,857.6,390.8,34.589,1436.4,41.5,428.8,45.25,15200,12.694,15040,2480,,,,
9/16/2023 20:30,812,354.4,34.847,1480.8,41.5,418.4,45,15000,12.647,14840,2456,,,,
9/16/2023 20:45,817.2,222.8,34.886,1450,41.5,410.2,45,14840,12.694,14640,2448,,,,
9/16/2023 21:00,793.2,226.4,35.043,1402.8,41.5,402,45,14760,12.686,14560,2420,,,,
9/16/2023 21:15,828.4,222.8,34.706,1396.8,42,397,45.25,14680,12.686,14560,2388,,,,
9/16/2023 21:30,840,193.2,34.667,1366.4,42,392,45.5,14600,12.662,14400,2380,,,,
9/16/2023 21:45,791.6,194,34.808,1313.6,42,380.5,45.25,14480,12.686,14320,2368,,,,
9/16/2023 22:00,702.4,288.8,23.704,1160,31.5,369,45,13320,12.686,13120,2200,,,,
9/16/2023 22:15,649.2,250,23.915,1112.8,32,366,45,12320,12.686,12200,1972,,,,
9/16/2023 22:30,629.6,139.6,23.868,1072.8,32,363,45,12120,12.662,11960,1912,,,,
9/16/2023 22:45,593.6,161.2,23.618,1068,32,350.3,40.25,11960,12.686,11840,1928,,,,
9/16/2023 23:00,512,190.4,17.847,964.4,26.5,337.6,35.5,11520,12.662,11360,1856,,,,
9/16/2023 23:15,445.6,163.6,17.823,821.2,26.5,316.4,35.5,10360,12.686,10240,1680,,,,
9/16/2023 23:30,440,194.4,17.604,748.8,27,295.2,35.5,10200,12.678,10080,1660,,,,
9/16/2023 23:45,430.4,277.2,18.128,699.2,27,286.1,32.75,10120,12.678,10000,1640,,,,
9/17/2023 0:00,436.4,291.6,15.168,646.4,24.5,277,30,9800.001,12.678,9680,1620,,,,
9/17/2023 0:15,388.4,270,15.341,581.6,24.5,261.3,30,9160.001,12.655,9080,1552,,,,
9/17/2023 0:30,411.2,259.6,15.309,544,24.5,245.6,30,8960.001,12.623,8920,1536,,,,
9/17/2023 0:45,368.8,251.6,15.63,496.4,24.5,233.7,29,8800.001,12.655,8680,1560,,,,
9/17/2023 1:00,362.8,247.6,15.474,490,25,221.8,28,8640.001,12.678,8560,1532,,,,
9/17/2023 1:15,393.6,241.6,15.333,474.4,24.5,211,28,8560.001,12.655,8440,1532,,,,
9/17/2023 1:30,414.8,191.6,15.599,482.4,24.5,200.2,28,8320.001,12.655,8240,1528,,,,
9/17/2023 1:45,375.2,143.2,15.662,465.6,25,191.6,28.25,8160.001,12.655,8040,1536,,,,
9/17/2023 2:00,356.8,143.6,15.85,435.2,25,183,28.5,8000.001,12.655,7880,1528,,,,
9/17/2023 2:15,361.2,152,15.513,426,25,177.1,28.25,7720.001,12.623,7680,1284,,,,
9/17/2023 2:30,346,144.8,15.098,390.4,25,171.2,28,7560.001,12.655,7440,1240,,,,
9/17/2023 2:45,367.2,133.6,15.56,364.8,25,165.6,28,7400.001,12.655,7320,1224,,,,
9/17/2023 3:00,439.2,129.6,15.294,400.8,25,160,28,7320.001,12.655,7280,1212,,,,
9/17/2023 3:15,404.4,122.4,15.341,395.6,25,162.5,28.25,7200.001,12.678,7120,1220,,,,
9/17/2023 3:30,359.2,112.4,15.646,370,25,165,28.5,7120.001,12.647,7000,1232,,,,
9/17/2023 3:45,324.8,156,15.09,380.8,25,162.7,28.5,7040.001,12.678,7000,1240,,,,
9/17/2023 4:00,307.2,258.8,15.842,392.8,25,160.4,28.5,7160.001,12.647,7080,1268,,,,
9/17/2023 4:15,378,294.4,15.231,412.8,25,159.2,28.5,7320.001,12.647,7240,1284,,,,
9/17/2023 4:30,346.4,246,15.474,448.4,25,158,28.5,7320.001,12.647,7240,1328,,,,
9/17/2023 4:45,326.4,249.2,15.176,478,25,168.8,28.5,7480.001,12.647,7360,1344,,,,
9/17/2023 5:00,289.6,263.6,18.293,527.2,27.5,179.6,28.5,7800.001,12.639,7720,1476,,,,
9/17/2023 5:15,307.2,265.6,18.222,567.2,27,187.3,28.5,8560.001,12.67,8480,1792,,,,
9/17/2023 5:30,302.4,260.8,17.956,622.8,27,195,28.5,8800.001,12.639,8720,1876,,,,
9/17/2023 5:45,306,254.4,17.901,663.6,27,221.1,29.75,9280.001,12.662,9200,2044,,,,
9/17/2023 6:00,402.4,293.2,27.032,824,35,247.2,31,10360,12.662,10280,2196,,,,
9/17/2023 6:15,442.4,314,27.33,1016.8,35,281.6,30.75,11920,12.67,11760,2536,,,,
9/17/2023 6:30,444,276,26.954,1094,34.5,316,30.5,12200,12.67,12040,2432,,,,
9/17/2023 6:45,486,409.2,27.283,1168.4,34.5,332.8,34.5,12720,12.678,12600,2472,,,,
9/17/2023 7:00,511.2,462.4,35.192,1313.6,42,349.6,38.5,13920,12.686,13760,2644,,,,
9/17/2023 7:15,602,385.2,35.02,1478.8,41.5,372.9,38.5,14520,12.725,14360,2748,,,,
9/17/2023 7:30,688,378.4,34.699,1461.6,41.5,396.2,38.5,14720,12.772,14560,2732,,,,
9/17/2023 7:45,786.4,355.2,34.691,1446,41.5,399.5,42,14800,12.843,14680,2716,,,,
9/17/2023 8:00,686.8,370,34.871,1444,41.5,402.8,45.5,14840,12.944,14680,2688,,,,
9/17/2023 8:15,740.4,364.4,35.02,1507.2,41.5,405.3,45.5,14920,12.984,14760,2704,,,,
9/17/2023 8:30,707.2,342.4,34.652,1442.4,41.5,407.8,45.5,14920,13.078,14800,2672,,,,
9/17/2023 8:45,671.6,317.2,35.027,1463.2,41.5,410.9,45.5,15040,13.171,14840,2644,,,,
9/17/2023 9:00,690.4,497.2,34.652,1463.2,41,414,45.5,15280,13.211,15120,2680,,,,
9/17/2023 9:15,750.4,373.2,34.871,1504,41.5,421.6,45.5,15200,13.273,15080,2680,,,,
9/17/2023 9:30,733.2,346.8,34.722,1494.8,41,429.2,45.5,15160,13.32,15000,2660,,,,
9/17/2023 9:45,869.6,347.6,35.051,1494.8,41.5,428.1,45.25,15280,13.305,15160,2632,,,,
9/17/2023 10:00,800,354.4,34.706,1460.4,41,427,45,15240,13.359,15120,2696,,,,
9/17/2023 10:15,751.6,212.8,34.8,1520,41.5,431.6,45.25,15120,13.414,14920,2656,,,,
9/17/2023 10:30,800.4,279.6,34.8,1572.4,41.5,436.2,45.5,15240,13.446,15120,2668,,,,
9/17/2023 10:45,732,330.4,35.027,1493.2,41,436.8,45.25,15280,13.446,15120,2660,,,,
9/17/2023 11:00,733.6,288.8,34.855,1517.6,41,437.4,45,15240,13.422,15080,2660,,,,
9/17/2023 11:15,737.6,204,34.98,1480,41,446.6,45,15160,13.422,15040,2608,,,,
9/17/2023 11:30,785.6,268,34.824,1511.6,41,455.8,45,15240,13.375,15080,2596,,,,
9/17/2023 11:45,816.4,252,34.706,1572.8,41,452.2,45.25,15160,13.406,15040,2548,,,,
9/17/2023 12:00,766.8,212,34.926,1544.4,41.5,448.6,45.5,15120,13.453,14960,2580,,,,
9/17/2023 12:15,748,196.8,34.926,1478.8,41.5,441.3,45.25,15040,13.555,14960,2508,,,,
9/17/2023 12:30,770,158.8,35.027,1486.4,41.5,434,45,14960,13.469,14800,2508,,,,
9/17/2023 12:45,817.2,208,34.926,1436.8,41.5,418.1,45.25,14920,13.383,14800,2468,,,,
9/17/2023 13:00,741.6,356,31.441,1427.6,38,402.2,45.5,14960,13.344,14800,2472,,,,
9/17/2023 13:15,757.2,193.6,31.574,1295.6,39,395.3,45.25,14280,13.414,14120,2396,,,,
9/17/2023 13:30,746.4,170.8,31.926,1300.4,39.5,388.4,45,14080,13.469,13960,2396,,,,
9/17/2023 13:45,746,175.6,32.271,1175.6,39.5,384.3,43.5,13960,13.446,13800,2400,,,,
9/17/2023 14:00,761.2,138,32.122,1206.8,39.5,380.2,42,13880,13.367,13720,2384,,,,
9/17/2023 14:15,734.8,132,32.13,1171.6,39.5,380.4,42.25,13760,13.187,13600,2372,,,,
9/17/2023 14:30,757.2,166,31.731,1134.8,39.5,380.6,42.5,13800,13.117,13640,2424,,,,
9/17/2023 14:45,749.2,202.8,31.676,1166.4,39.5,379.3,42.5,13800,13.023,13680,2420,,,,
9/17/2023 15:00,719.6,336.8,32.028,1123.6,39.5,378,42.5,13920,12.984,13760,2420,,,,
9/17/2023 15:15,696.8,342,32.044,1154,39,376.3,42.5,13920,13.007,13760,2452,,,,
9/17/2023 15:30,659.2,357.2,31.864,1206.8,39,374.6,42.5,13960,13.054,13840,2464,,,,
9/17/2023 15:45,649.2,343.2,32.232,1207.6,39,379,42.5,14000,12.929,13840,2508,,,,
9/17/2023 16:00,636.4,434,38.465,1229.2,45,383.4,42.5,14320,12.897,14200,2520,,,,
9/17/2023 16:15,723.6,446.8,36.742,1429.6,43,393.9,42.5,15400,12.811,15240,2748,,,,
